구군분류,음식분류,업소명,전화번호,영업시간,좌석수,주차장,홈페이지,가능 외국어,예약여부,유아시설,죄식유무,후식유무,메뉴,간단설명,지하철,버스
수성구,한식,호남정,053-767-9555,10:00 ~ 22:00,140석(룸13),40대,없음,기타 (),가능,불가능,불가능,가능,"수복정식 25,000원 수정정식 35,000원점심특선 13,000원",전라도 대표음식을 맛볼수 있음,지하철 3호선 수성못역 1번 출구 약 1km,버스 정류장은 `덕화중학교건너` 정류장이 가장 가깝습니다.
수성구,한식,개성평통보쌈,053-765-3392,11:30 ~ 24:00,160석(룸1),20대,www.pyeongtong.com,영어 기타 (),가능,가능,불가능,가능,"평통보쌈 28,000원 ~ 40,000원  바베큐보쌈 34,000원족발 35,000~41,000원  족발+보쌈 38,000~44,000원",순수100% 국내산 삼겹살만 사용,지하철 3호선 수성못역 1번 출구 약 970m,버스 정류장은 `덕화중학교건너` 정류장이 가장 가깝습니다.
수성구,한식,밥도둑,053-763-7662,10:00 ~ 23:00,100석(룸1),25대,없음,영어 기타 (),가능,불가능,불가능,가능,"점심특선 7,000원  양념게장 20,000원간장게장 20,000원  돌솥밥 3,000원곤드레 돌솥밥 4,000원  게장+등심 세트 78,000원곤드레냄비밥 9,000원  간장새우 12,000원",당 업소는 보건복지부가족부에서 시행하는 ONCE FOOD 캠페인 참여업체로 남은음식 재사용 안하기 운동을 하고 있는 믿을 수 있는 업소 입니다.,지하철 3호선 황금역 1번 출구 약 850m,버스 정류장은 `KT상동지사건너` 정류장이 가장 가깝습니다.
수성구,한식,만반,053-765-4300,11:00 ~ 22:00,35석,30대,없음,영어 기타 (),가능,불가능,불가능,가능,"더덕정식 12,000원 만반A코스 15,000원만반B코스 20,000원",당 업소는 보건복지부가족부에서 시행하는 ONCE FOOD 캠페인 참여업체로 남은음식 재사용 안하기 운동을 하고 있는 믿을 수 있는 업소 입니다.,지하철 3호선 수성못역 1번 출구 약 850m,버스 정류장은 `덕화중학교건너` 정류장이 가장 가깝습니다.
수성구,일식,내안에(들안길점),053-766-0760,11:30 ~ 24:00,100석,25대,www.naeane.co.kr,영어 기타 (),가능,가능,불가능,가능,"회전식초밥 1,000원 ~ 10,000원  롤 8,000원 ~ 25,000원초밥정식 15,000원  회덮밥 10,000원모듬사시미 (중) 50,000원 (대) 70,000원",당 업소는 보건복지부가족부에서 시행하는 ONCE FOOD 캠페인 참여업체로 남은음식 재사용 안하기 운동을 하고 있는 믿을 수 있는 업소 입니다.,지하철 3호선 수성못역 1번 출구 약 700m,버스 정류장은 `수성랜드건너` 정류장이 가장 가깝습니다.
수성구,한식,금수강산,053-766-9092,10:00 ~ 12:00,100석(룸5),100대,없음,영어 기타 (),가능,불가능,불가능,가능,"해물탕 (소) 45,000원  해물찜 (중) 55,000원 (대) 65,000원아귀찜 (소) 35,000원 (중) 42,000원 (대) 48,000원",- 산지직송의 신선한 재료만을 사용하여 시원하고 얼큰한 맛이 특징,지하철 3호선 수성못역 1번 출구 약 1km,버스 정류장은 `들안길2` 정류장이 가장 가깝습니다.
수성구,한식,풍기삼계탕,053-761-1398,24시간,120석(룸2),30대,없음,기타 (),가능,불가능,가능,가능,"삼계탕  13,000원 전복삼계탕   27,000원",당 업소는 보건복지부가족부에서 시행하는 ONCE FOOD 캠페인 참여업체로 남은음식 재사용 안하기 운동을 하고 있는 믿을 수 있는 업소 입니다.,지하철 3호선 수성못역 1번 출구 약 1.1km,버스 정류장은 `들안길2` 정류장이 가장 가깝습니다.
수성구,한식,울진회,053-761-9980,11:00 ~ 23:00,36석(룸1),주차불가,없음,기타 (),가능,불가능,불가능,가능,"물회 13,000원 도다리(시세)모듬회  50,000원",- 자연산(산지에서 직접 배송),지하철 3호선 수성못역 1번 출구 약 770m,버스 정류장은 `덕화중학교건너` 정류장이 가장 가깝습니다.
수성구,한식,싱싱참치,053-768-5537,16:00 ~ 02:00,30석(룸3),10대,blog.naver.com/manager72,기타 (),가능,불가능,불가능,가능,"스페샬  38,000원   오마까세 58,000원",-  다양한 특수부위가 많은 참치집,지하철 3호선 수성못역 1번 출구 약 390m,버스 정류장은 `TBC앞` 정류장이 가장 가깝습니다.
수성구,한식,남도명가,053-768-9292,11:00 ~ 23:00,144석(룸12),50대,없음,기타 (),가능,불가능,불가능,가능,"[한정식]낮 12,000원  밤 25,000원~35,000원흑태찜 (중)49,000원 (대) 59,000원  나막스찜 (중)38,000원 (대)48,000원",-양이 많고 쫄깃쫄깃한 나막스찜이 유명함.  양념맛이 일품임,지하철 3호선 수성못역 1번 출구 약 780m,버스 정류장은 `덕화중학교건너` 정류장이 가장 가깝습니다.
북구,세계요리,인도방랑기,053-956-9940,11:00 ~ 23:00,36석(룸4),유료주차장,없음,영어 기타 (),가능,불가능,불가능,불가능,"인도정통바베큐요리(탄두리치킨) 18,000원  커리 12,000원 ~ 15,500원비르야니(볶음밥) 9,000원 ~ 11,000원  난 2,000원 ~ 3,500원",대구에서 인도음식을 이야기 할때 대표적인 곳 중 하나가 바로 [인도방랑기]라는 맛집이다.,주변에 지하철이 없습니다.,버스 정류장은 `경북대학교북문앞` 정류장이 가장 가깝습니다.
수성구,한식,횡성한우천년우정,053-761-0300,10:00 ~ 06:00,65석(룸2),10대,없음,영어 기타 (),가능,불가능,불가능,가능,"생등심(한근) 58,000원  갈비살(한근) 58,000원꽃등심(한근) 99,000원  꽃갈비살(한근) 99,000원",- 강원도의 힘! 횡성한우... 고품격 名品한우의 풍미를 느껴보십시오.,지하철 3호선 황금역 1번 출구 약 780m,버스 정류장은 `KT상동지사건너` 정류장이 가장 가깝습니다.
수성구,한식,바르미샤브칼국수,053-761-3300,10:00 ~ 10:00,210석(룸5),80대,없음,영어 기타 (),가능,가능,불가능,가능,"한우샤브샤브(평일점심) 128,00원 한우샤브샤브(평일저녁) 13,800원한우샤브샤브(주말 공휴일) 14,800원 소고기샤브샤브(평일점심) 9,800원소고기샤브샤브(평일저녁) 10,800원 소고기샤브샤브(주말 공휴일) 11,800원",저렴한 가격으로 푸짐하게... 해산물과 소고기를 동시에...칼국수와 볶음밥 까지...,지하철 3호선 황금역 1번 출구 약 1km,버스 정류장은 `들안길1` 정류장이 가장 가깝습니다.
수성구,한식,감나무집,053-756-7755,10:00 ~ 22:00,180석(룸12),20대,없음,중국어<BR>기타 (),가능,불가능,불가능,가능,"웅추 두계탕(삼계탕) 13.000원  웅추 전복 두계탕(삼계탕) 16.000원토종닭백숙 45,000원  토종옻닭백숙 48,000원토종닭전복백숙 60,000원  오리백숙 48,000원간장 닭(옹치기) 42,000원  능이 토종 닭백숙 60,000원해신탕 토종닭(3인용) 78,000원  해신탕 오리 83,000원","토종 영계로 삼계탕을 만드는 곳으로 여기에 고명으로 산삼배양근이 올라가며, 제공되는 물 또한 알칼리 이온수를 제공하고 있습니다.",지하철 2호선 범어역 11번 출구 약 900m,버스 정류장은 `대구문화방송앞` 정류장이 가장 가깝습니다.
중구,한식,실비찜갈비,053-424-3443,09:30 ~ 21:30,150,10대,www.silbijjim.com,영어 기타 (),가능,불가능,불가능,가능,"한우 찜갈비 28,000원  수입육 찜갈비 18,000원쇠고기 찌개 7,000원",68년부터 2대째 운영되고 있는 찜갈비 전문점.,지하철 1호선 칠성시장역 3번 출구 약 640m,버스 정류장은 `동인치안센터앞`정류장이 가장 가깝습니다.
중구,한식,망향비빔국수,053-425-5668,11:00 ~ 21:30,99석,주차불가,없음,기타 (),가능,불가능,불가능,가능,"비빔국수 6,000원 손만두 3,000원",[망향비빔국수]는 비빔국수 전문점입니다.,지하철 1호선 중앙로역 2번 출구 약 270m,버스 정류장은 `CGV대구한일앞` 정류장이 가장 가깝습니다.
수성구,한식,삼수장어(수성구),053-781-3300,10:00 ~ 22:00,100석(룸4),40대,www.samsoo.co.kr,영어 기타 (),가능,불가능,불가능,가능,"명품정식(4인) 204,000원  삼수명품(1kg) 180,000원산삼장어(1kg) 194,000원  한방꿈의장어(1kg) 166,000원장어덮밥정식 15,000원  장녹수탕 8,000원콩나물밥 5,000원  소면 5,000원허브장어(1Kg) 178,000원  와인장어(1Kg) 178,000원장어정식 20,000원  덮밥정식 15,000원",당 업소는 보건복지부가족부에서 시행하는 ONCE FOOD  캠페인 참여업체로 남은음식 재사용 안하기 운동을 하고 있는 믿을 수 있는 업소 입니다.,지하철 3호선 수성못역 1번 출구 약 320m,버스 정류장은 `두산동주민센터건너` 정류장이 가장 가깝습니다.
중구,한식,봉산찜갈비,053-425-4203,09:00 ~ 22:00,300,27,www.bongsanzzim.com,영어 기타 (),가능,불가능,불가능,가능,"한우 찜갈비 28,000원  수입육 찜갈비 18,000원쇠고기 찌개 7,000원",최초 실비식당이라는 상호로 70년도에 영업을 시작한 찜갈비 골목내 맛집. 대를 이어 운영되고 있습니다.,지하철 1호선 칠성시장역 3번 출구 약 570m,버스 정류장은 `동인치안센터앞`정류장이 가장 가깝습니다.
중구,한식,월성찜갈비,053-424-6942,09:00 ~ 24:00,100,6대,없음,기타 (),가능,불가능,불가능,가능,"한우 찜갈비 28,000원  수입육 찜갈비 18,000원쇠고기 찌개 7,000원",대를이어 40년 넘게 운영되고 있는 찜갈비 전문점.,지하철 1호선 칠성시장역 3번 출구 약 630m,버스 정류장은 `동인치안센터앞` 정류장이 가장 가깝습니다.
중구,한식,유진찜갈비,053-425-7184,09:00 ~ 22:00,144석,7,없음,기타 (),가능,불가능,불가능,가능,"한우 찜갈비 28,000원  수입육 찜갈비 18,000원쇠고기 찌개 7,000원",3대째 대물림 하여 운영중인 찜갈비 전문점 입니다. 30년 넘는 역사를 가지고 있습니다.,지하철 1호선 칠성시장역 3번 출구 약 590m,버스 정류장은 `동인치안센터앞` 정류장이 가장 가깝습니다.
중구,한식,동원찜갈비,053-427-1430,10:00 ~ 22:00,88,주차불가,없음,기타 (),가능,불가능,불가능,가능,"한우 찜갈비 28,000원  수입육 찜갈비 18,000원쇠고기 찌개 7,000원",다른 철제 용기에 비해 열전도율이 높은 양은 냄비의 특성을 이용하여 조리된 찜갈비는 쫄깃쫄깃한 육질과 온갖 양념이 어우러져 최상의 맛을 자랑한다.,지하철 1호선 칠성시장역 3번 출구 약 640m,버스 정류장은 `동인치안센터앞` 정류장이 가장 가깝습니다.
수성구,일식,아라한참치,053-762-6633,15:00 ~ 02:00,160석(룸11),35대,없음,영어 기타 (),가능,불가능,불가능,가능,"참치회(1인분) 38,000원 ~ 150,000원",참치회를 무한 리필로 드실수 있습니다.,주변에 지하철이 없습니다. 가장 가까운 지하철은 3호선 수성못역 1번 출구 약 1.2km,버스 정류장은 `덕화중학교앞` 정류장이 가장 가깝습니다.
수성구,일식,가츠라 들안길점,053-761-2611,11:30 ~ 12:30,120석(룸13),50대,www.japanya.co.kr,기타 (),가능,불가능,불가능,가능,"가츠라정식 10,000원 코스요리 35,000원 ~  55,000원모듬사시미 35,000원 ~ 45,000원","일본대중음식 및 사케전문점. 세련된 디자인으로 인테리어 되어 있으며, 40명 단체석을 완비하고 있습니다.",지하철 3호선 수성못역 1번 출구 약 1.1km,버스 정류장은 `덕화중학교앞` 정류장이 가장 가깝습니다.
수성구,한식,동해참가자미,053-762-0885,11:00 ~ 01:00,80석(룸7),15대,없음,기타 (),가능,불가능,불가능,가능,"참가자미회(4인기준) 80,000원 참가자미물회(1인분) 15,000원",모든 재료는 100% 국산을 사용하고 있으며 김치 된장등 직접 담그러서 사용 합니다.,지하철 3호선 수성못역 1번 출구 약 850m,버스 정류장은 `덕화중학교앞` 정류장이 가장 가깝습니다.
수성구,일식,부선초밥,053-762-0077,11:30 ~ 23:00,60석(룸9),20대,m.blog.naver.com/loved1936,영어 기타 (),가능,불가능,불가능,가능,"코스A~C 1인분 40,000원 ~70,000원  부선정식(1인분) 15,000원튀김우동정식 13,000원  소바정식 13,000원",당 업소는 보건복지부가족부에서 시행하는 ONCE FOOD  캠페인 참여업체로 남은음식 재사용 안하기 운동을 하고 있는 믿을 수 있는 업소 입니다.,지하철 3호선 수성못역 1번 출구 약 380m,버스 정류장은 `두산동주민센터건너` 정류장이 가장 가깝습니다.
수성구,한식,창해물회,053-761-2900,10:00 ~ 22:00,120석,30대,없음,영어 기타 (),가능,불가능,불가능,가능,"물회 (종류별로 가격 다름) 13,000원 ~ 20,000원  모듬회 (대) 90,000원 (중) 70,000원 (소) 50,000원",- 이 집에서는 다른 횟집과는 달리 바닷가에서도 맛 볼 수 없는 물회가 있다.,지하철 3호선 수성못역 1번 출구 약 520m,버스 정류장은 `두산동주민센터건너` 정류장이 가장 가깝습니다.
수성구,한식,이봉화추어탕,053-765-8855,11:30 ~ 22:00,50석,5대,없음,기타 (),가능,불가능,불가능,가능,"추어탕 7,000원  청국장 6,000원닭계장 7,000원  돌솥밥 정식 10,000원미꾸라지 튀김 15,000원  흑태찜/대구찜/가오리찜/모듬찜(2인분) 25,000원 ~ 45,000원낙지사리 정식 25,000원(2인분) / 40,000원(3인분)",황토벽에 담쟁이넝쿨로 덮혀있는 ‘이봉화 추어탕’의 내부는 아늑한 황토방이다.  멋스럽게 갈라진 황토벽과 자연목이 조화를 이룬다.,지하철 3호선 수성시장역 4번 출구 약 710m,버스 정류장은 `황금2동치안센터앞` 정류장이 가장 가깝습니다.
수성구,한식,신촌닭불백,053-473-4331,11:00 ~ 22:00,80석,10,www.sumsamoa.co.kr,기타 (),가능,불가능,불가능,가능,"닭불백 10,000원 전복약수불백 14,000원닭불고기 8,000원  닭날개구이 12,000원",신촌닭불백은 백숙과 닭불고기 전문점입니다.,지하철 3호선 수성구민운동장역 1번 출구 약 270m,버스 정류장은 `수성구민운동장건너` 정류장이 가장 가깝습니다.
수성구,한식,미성복어불고기,053-767-8877,09:00 ~ 24:00,312석,60,misungbok.com/,영어 기타 (),가능,불가능,불가능,가능,"복어불고기 13,000원  복어탕 또는 지리 10,000원수육 30,000원 ~ 55,000원  런치스페셜(밀복불고기세트 22,000원 복어불고기세트 17,000원)","복어불고기 전문식당으로 각종 복어 요리로 유명하며 넓은 실내, 편안하고 아늑한 공간에서 일미의 복어요리진수를 맛보며 즐길 수 있는 곳 미국에서 인정한 1등 정수기를 사용하고 콩나물은 집에서 직접 재배한 무공해 콩나물을 사용한다.",지하철 3호선 황금역 1번 출구 약 1km,버스 정류장은 `들안길1` 정류장이 가장 가깝습니다.
